timeframe,horizon_bars,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
d1,1,trend_bull+pin_bull+mtf_macd_rising,172,0.43604651,1.71871447,38,0.55263158,2.20582807,0.39706297,48,0.35416667,1.79453222,0.23433644
d1,1,adx_up3+atr_expand+mtf_volatility,218,0.43577982,1.71766327,37,0.62162162,2.48120171,0.46100430,59,0.22033898,1.11643879,0.13354198
d1,1,trend_bull+adx_up3+volatility+mtf_volatility,206,0.43203883,1.70291787,26,0.34615385,1.38167253,0.19412230,47,0.21276596,1.07806691,0.11989708
d1,1,price200_bull+pin_bull+mtf_macd_rising,230,0.43043478,1.69659536,45,0.51111111,2.04009919,0.37004465,55,0.32727273,1.65826293,0.21813066
d1,1,pin_bull+cross_target_relative_up,179,0.43016760,1.69554223,60,0.50000000,1.99574920,0.37735024,30,0.36666667,1.85786865,0.21873921
d1,1,adx_up3+atr_expand,229,0.42794760,1.68679191,38,0.60526316,2.41590693,0.44717868,60,0.21666667,1.09783147,0.13123044
d1,1,sma_stack_bull+adx25+atr_expand,155,0.42580645,1.67835240,17,0.35294118,1.40876414,0.17309720,45,0.28888889,1.46377530,0.17730082
d1,1,trend_bull+pin_bull,246,0.42276423,1.66636121,55,0.41818182,1.66917206,0.29737766,64,0.35937500,1.82092240,0.25288402
d1,1,pin_bull+cross_group_return_up,211,0.41706161,1.64388387,48,0.35416667,1.41365569,0.23433644,42,0.26190476,1.32704904,0.15302640
d1,1,sma_stack_bull+pin_bull,195,0.41538462,1.63727384,51,0.43137255,1.72182284,0.30501236,63,0.34920635,1.76939871,0.24325989
d1,1,price200_bull+pin_bull,327,0.41284404,1.62725994,65,0.41538462,1.65800703,0.30360242,81,0.32098765,1.62641700,0.22942222
d1,1,pin_bull+cross_group_bull,185,0.41081081,1.61924580,46,0.34782609,1.38834727,0.22680993,37,0.29729730,1.50637999,0.17489479
d1,1,sma_stack_bull+adx_up3+volatility,297,0.39730640,1.56601701,38,0.28947368,1.15543375,0.17003278,82,0.21951220,1.11224952,0.14360786
d1,1,trend_bull+pin_bull+mtf_price200_bull,204,0.39705882,1.56504117,51,0.41176471,1.64355817,0.28754395,48,0.35416667,1.79453222,0.23433644
d1,1,price200_bull+pin_bull+cross_group_return_up,179,0.39664804,1.56342205,29,0.27586207,1.10110301,0.14698755,40,0.25000000,1.26672862,0.14187119
d1,1,pin_bull+mtf_price200_bull,270,0.39629630,1.56203561,73,0.42465753,1.69501987,0.31784192,53,0.33962264,1.72083889,0.22687039
d1,1,price200_bull+pin_bull+cross_group_bull,159,0.39622642,1.56176016,29,0.27586207,1.10110301,0.14698755,35,0.28571429,1.44768986,0.16326536
d1,1,adx_up3+volatility+mtf_volatility,546,0.39560440,1.55930842,81,0.41975309,1.67544378,0.31830963,120,0.33333333,1.68897150,0.25531741
d1,1,sma_stack_bull+adx25+bb_expand+mtf_volatility,253,0.39525692,1.55793881,59,0.25423729,1.01478773,0.16055978,70,0.32857143,1.66484334,0.22998869
d1,1,price200_bull+adx_up3+volatility+mtf_volatility,278,0.39208633,1.54544167,39,0.38461538,1.53519169,0.24891373,60,0.23333333,1.18228005,0.14439562
d1,1,price200_bull+pin_bull+mtf_price200_bull,243,0.39094650,1.54094894,62,0.41935484,1.67385417,0.30477586,53,0.33962264,1.72083889,0.22687039
d1,1,sma_stack_bull+atr_expand+mtf_volatility,238,0.39075630,1.54019925,48,0.47916667,1.91259299,0.34471316,83,0.28915663,1.46513190,0.20267449
d1,1,pin_bull+mtf_price200_bull+cross_group_return_up,164,0.39024390,1.53817958,35,0.34285714,1.36851374,0.20831695,32,0.28125000,1.42506970,0.15564580
d1,1,adx25+atr_expand+mtf_volatility,303,0.38943894,1.53500677,47,0.36170213,1.44373347,0.23966213,67,0.29850746,1.51251179,0.20231511
d1,1,sma_stack_bull+pin_bull+mtf_price200_bull,150,0.38666667,1.52407960,48,0.43750000,1.74628055,0.30701269,44,0.36363636,1.84251436,0.23783530
d1,1,sma_stack_bull+adx_up3+mtf_volatility,339,0.38643068,1.52314943,80,0.21250000,0.84819341,0.13712387,98,0.24489796,1.24087702,0.17044970
d1,1,sma_stack_bull+adx25+volatility+mtf_volatility,428,0.38551402,1.51953634,61,0.21311475,0.85064720,0.12899774,89,0.37078652,1.87874358,0.27773632
d1,1,adx25+atr_expand+mtf_macd_rising,169,0.38461538,1.51599430,20,0.45000000,1.79617428,0.25819786,43,0.27906977,1.41402265,0.16746614
d1,1,sma_stack_bull+adx_up3+bb_expand+mtf_volatility,248,0.37903226,1.49398793,57,0.26315789,1.05039432,0.16645787,83,0.27710843,1.40408474,0.19231928
d1,1,sma_stack_bull+volatility+mtf_volatility,784,0.37882653,1.49317704,111,0.27927928,1.11474280,0.20427657,148,0.33783784,1.71179544,0.26659894
d1,1,sma_stack_bull+atr_expand,251,0.37848606,1.49183503,49,0.48979592,1.95501963,0.35575110,84,0.28571429,1.44768986,0.20015034
d1,1,trend_bull+adx25+atr_expand+mtf_volatility,164,0.37804878,1.49011147,25,0.36000000,1.43693943,0.20247881,46,0.26086957,1.32180378,0.15600886
d1,1,sma_stack_bull+bb_expand+mtf_volatility,477,0.37735849,1.48739063,136,0.36029412,1.43811340,0.28446945,145,0.29655172,1.50260223,0.22823917
d1,1,adx25+atr_expand,323,0.37461300,1.47656906,47,0.36170213,1.44373347,0.23966213,69,0.28985507,1.46867087,0.19616058
d1,1,adx_up3+volatility+mtf_macd_rising,409,0.37408313,1.47448052,62,0.37096774,1.48071715,0.26157166,95,0.30526316,1.54674232,0.22172919
d1,1,price200_bull+pin_bull+mtf_price200_bull+cross_group_return_up,150,0.37333333,1.47152513,29,0.27586207,1.10110301,0.14698755,32,0.28125000,1.42506970,0.15564580
d1,1,price200_bull+adx25+atr_expand+mtf_volatility,190,0.36315789,1.43141778,24,0.33333333,1.33049947,0.17972190,45,0.24444444,1.23857910,0.14235479
d1,1,trend_bull+adx25+bb_expand+mtf_volatility,313,0.36102236,1.42300040,71,0.26760563,1.06814746,0.17852803,69,0.27536232,1.39523733,0.18394522
d1,1,trend_bull+adx_up3+volatility,341,0.36070381,1.42174480,41,0.31707317,1.26559706,0.19564614,70,0.18571429,0.94099841,0.11187300
d1,1,adx_up3+volatility+mtf_volatility+cross_target_relative_up,200,0.36000000,1.41897066,34,0.38235294,1.52616116,0.23900183,33,0.36363636,1.84251436,0.22187178
d1,1,sma_stack_bull+atr_expand+mtf_price200_bull,150,0.36000000,1.41897066,34,0.52941176,2.11314621,0.36736713,31,0.16129032,0.81724427,0.07092624
d1,1,trend_bull+volatility+mtf_volatility,895,0.35865922,1.41368586,130,0.31538462,1.25885719,0.24178320,147,0.32653061,1.65450269,0.25598239
d1,1,trend_bull+adx25+atr_expand,176,0.35795455,1.41090833,25,0.36000000,1.43693943,0.20247881,46,0.26086957,1.32180378,0.15600886
d1,1,trend_bull+bb_expand+close_near_high+mtf_volatility,179,0.35754190,1.40928185,50,0.44000000,1.75625930,0.31162199,39,0.30769231,1.55905061,0.18565932
d1,1,trend_bull+adx25+volatility+mtf_volatility,487,0.35728953,1.40828711,70,0.27142857,1.08340671,0.18119600,89,0.34831461,1.76488033,0.25747483
d1,1,rsi_cross50_up+volatility+mtf_macd_rising,185,0.35675676,1.40618714,42,0.50000000,1.99574920,0.35525990,39,0.28205128,1.42912973,0.16543492
d1,1,sma_stack_bull+adx_up3+volatility+mtf_price200_bull,222,0.35585586,1.40263617,37,0.27027027,1.07878335,0.15397462,39,0.07692308,0.38976265,0.02650740
d1,1,rsi_cross50_up+volatility+close_near_high,166,0.35542169,1.40092485,35,0.51428571,2.05277061,0.35568805,31,0.32258065,1.63448855,0.18569427
d1,1,trend_bull+atr_expand+mtf_volatility,283,0.35335689,1.39278628,58,0.43103448,1.72047345,0.31181799,82,0.28048780,1.42120773,0.19477150
d1,1,price200_bull+adx25+atr_expand,204,0.35294118,1.39114771,24,0.33333333,1.33049947,0.17972190,46,0.23913043,1.21165347,0.13912178
d1,1,adx25+volatility+mtf_volatility,973,0.35251799,1.38947967,141,0.29078014,1.16064847,0.22216498,163,0.38650307,1.95837800,0.31518127
d1,1,trend_bull+adx_up3+bb_expand+mtf_macd_rising,247,0.35222672,1.38833162,32,0.28125000,1.12260893,0.15564580,62,0.19354839,0.98069313,0.11433808
d1,1,adx_up3+volatility,853,0.35052755,1.38163419,142,0.36619718,1.46167547,0.29145378,189,0.29100529,1.47449893,0.23092437
d1,1,price200_bull+adx25+volatility+mtf_volatility,586,0.34982935,1.37888219,78,0.25641026,1.02346113,0.17255438,99,0.34343434,1.74015245,0.25732132
d1,1,price200_bull+volatility+mtf_volatility,1080,0.34907407,1.37590520,154,0.32467532,1.29594104,0.25576806,166,0.30722892,1.55670265,0.24206928
d1,1,trend_bull+bb_expand+mtf_volatility,604,0.34768212,1.37041869,158,0.34177215,1.36418300,0.27235793,137,0.27737226,1.40542154,0.20925685
d1,1,sma_stack_bull+adx25+mtf_volatility,737,0.34599729,1.36377778,183,0.24043716,0.95970453,0.18426530,159,0.32704403,1.65710411,0.25895401
d1,1,sma_stack_bull+breakout20_up+close_near_high+elliott_impulse_bull,246,0.34552846,1.36192984,73,0.32876712,1.31227345,0.23194486,53,0.24528302,1.24282808,0.14932902
d1,1,sma_stack_bull+breakout_up20+close_near_high+elliott_impulse_bull,246,0.34552846,1.36192984,73,0.32876712,1.31227345,0.23194486,53,0.24528302,1.24282808,0.14932902
d1,1,sma_stack_bull+channel_breakout_up+close_near_high+elliott_impulse_bull,246,0.34552846,1.36192984,73,0.32876712,1.31227345,0.23194486,53,0.24528302,1.24282808,0.14932902
d1,1,trend_bull+breakout20_up+close_near_high+cross_group_return_up,246,0.34552846,1.36192984,75,0.30666667,1.22405951,0.21386867,52,0.28846154,1.46160995,0.18329960
d1,1,trend_bull+breakout_up20+close_near_high+cross_group_return_up,246,0.34552846,1.36192984,75,0.30666667,1.22405951,0.21386867,52,0.28846154,1.46160995,0.18329960
d1,1,trend_bull+channel_breakout_up+close_near_high+cross_group_return_up,246,0.34552846,1.36192984,75,0.30666667,1.22405951,0.21386867,52,0.28846154,1.46160995,0.18329960
d1,1,sma_stack_bull+adx_up3+bb_expand+mtf_macd_rising,200,0.34500000,1.35984689,33,0.27272727,1.08859047,0.15067441,68,0.22058824,1.11770173,0.13849012
d1,1,adx25+volatility+mtf_macd_rising+cross_target_relative_up,326,0.34355828,1.35416423,46,0.26086957,1.04126045,0.15600886,68,0.30882353,1.56478242,0.21172386
d1,1,adx25+bb_expand+mtf_volatility,670,0.34328358,1.35308148,132,0.27272727,1.08859047,0.20398542,135,0.32592593,1.65143880,0.25262820
d1,1,trend_bull+bb_expand+breakout20_up+close_near_high,263,0.34220532,1.34883143,56,0.32142857,1.28298163,0.21400995,34,0.23529412,1.19221518,0.12436986
d1,1,trend_bull+bb_expand+breakout_up20+close_near_high,263,0.34220532,1.34883143,56,0.32142857,1.28298163,0.21400995,34,0.23529412,1.19221518,0.12436986
d1,1,trend_bull+bb_expand+channel_breakout_up+close_near_high,263,0.34220532,1.34883143,56,0.32142857,1.28298163,0.21400995,34,0.23529412,1.19221518,0.12436986
d1,1,price200_bull+atr_expand+mtf_volatility,323,0.34055728,1.34233551,69,0.42028986,1.67758629,0.31106115,85,0.24705882,1.25182593,0.16764621
d1,1,sma_stack_bull+bb_expand+close_near_high+mtf_volatility,150,0.34000000,1.34013896,44,0.45454545,1.81431746,0.31705234,39,0.30769231,1.55905061,0.18565932
d1,1,sma_stack_bull+volatility+mtf_macd_rising,855,0.33918129,1.33691193,148,0.30405405,1.21363127,0.23567644,177,0.28248588,1.43133178,0.22132742
d1,1,price200_bull+adx_up3+volatility,466,0.33905579,1.33641729,73,0.34246575,1.36695151,0.24394867,101,0.17821782,0.90301447,0.11581067
d1,1,price200_bull+adx_up3+volatility+mtf_macd_rising,192,0.33854167,1.33439082,20,0.40000000,1.59659936,0.21880653,49,0.20408163,1.03406418,0.11481850
d1,1,trend_bull+breakout20_up+close_near_high+elliott_impulse_bull,370,0.33783784,1.33161661,83,0.31325301,1.25034890,0.22361394,67,0.22388060,1.13438384,0.14063731
d1,1,trend_bull+breakout_up20+close_near_high+elliott_impulse_bull,370,0.33783784,1.33161661,83,0.31325301,1.25034890,0.22361394,67,0.22388060,1.13438384,0.14063731
d1,1,trend_bull+channel_breakout_up+close_near_high+elliott_impulse_bull,370,0.33783784,1.33161661,83,0.31325301,1.25034890,0.22361394,67,0.22388060,1.13438384,0.14063731
d1,1,trend_bull+atr_expand,305,0.33770492,1.33109270,59,0.44067797,1.75896540,0.32150212,84,0.27380952,1.38736945,0.18992826
d1,1,price200_bull+adx25+bb_expand+mtf_volatility,388,0.33762887,1.33079293,87,0.24137931,0.96346513,0.16364163,84,0.25000000,1.26672862,0.16972313
d1,1,rsi_cross50_up+volatility,261,0.33716475,1.32896358,56,0.50000000,1.99574920,0.37331739,55,0.32727273,1.65826293,0.21813066
d1,1,trend_bull+bb_expand+elliott_wave5_bull+cross_group_bull,178,0.33707865,1.32862422,60,0.33333333,1.33049947,0.22729262,17,0.17647059,0.89416138,0.06191127
d1,1,sma_stack_bull+mtf_volatility,1559,0.33611289,1.32481760,403,0.27791563,1.10929981,0.23643238,346,0.27167630,1.37656059,0.22750375
d1,1,trend_bull+adx_up3+mtf_volatility,441,0.33560091,1.32279956,88,0.23863636,0.95251667,0.16171043,101,0.21782178,1.10368435,0.14847681
d1,1,sma_stack_bull+adx_up3+mtf_macd_rising,307,0.33550489,1.32242109,78,0.20512821,0.81876890,0.13039795,96,0.20833333,1.05560719,0.13910829
d1,1,sma_stack_bull+volatility,1655,0.33534743,1.32180047,295,0.28813559,1.15009276,0.23943869,348,0.28160920,1.42688971,0.23693528
d1,1,price200_bull+atr_expand,346,0.33526012,1.32145630,70,0.42857143,1.71064217,0.31935309,89,0.23595506,1.19556410,0.15982439
d1,1,trend_bull+bb_expand+elliott_impulse_bull+cross_group_bull,191,0.33507853,1.32074058,64,0.32812500,1.30971041,0.22570558,26,0.30769231,1.55905061,0.16501316
d1,1,adx25+bb_expand+close_near_high+mtf_volatility,194,0.33505155,1.32063421,34,0.17647059,0.70438207,0.08348969,36,0.22222222,1.12598100,0.11716332
d1,1,trend_bull+bb_expand+breakout20_up,409,0.33496333,1.32028648,105,0.27619048,1.10241385,0.19972132,53,0.18867925,0.95602160,0.10585325
d1,1,trend_bull+bb_expand+breakout_up20,409,0.33496333,1.32028648,105,0.27619048,1.10241385,0.19972132,53,0.18867925,0.95602160,0.10585325
d1,1,trend_bull+bb_expand+channel_breakout_up,409,0.33496333,1.32028648,105,0.27619048,1.10241385,0.19972132,53,0.18867925,0.95602160,0.10585325
d1,1,trend_bull+bb_expand+breakout20_up+mtf_price200_bull,409,0.33496333,1.32028648,105,0.27619048,1.10241385,0.19972132,53,0.18867925,0.95602160,0.10585325
d1,1,trend_bull+bb_expand+breakout_up20+mtf_price200_bull,409,0.33496333,1.32028648,105,0.27619048,1.10241385,0.19972132,53,0.18867925,0.95602160,0.10585325
d1,1,trend_bull+bb_expand+channel_breakout_up+mtf_price200_bull,409,0.33496333,1.32028648,105,0.27619048,1.10241385,0.19972132,53,0.18867925,0.95602160,0.10585325
d1,1,adx_up3+bb_expand+close_near_high+mtf_macd_rising,317,0.33438486,1.31800640,67,0.31343284,1.25106666,0.21505348,69,0.18840580,0.95463606,0.11354748
d1,1,adx_up3+bb_expand+mtf_volatility,759,0.33333333,1.31386173,143,0.31468531,1.25606593,0.24426537,171,0.27485380,1.39266071,0.21344155
d1,1,trend_bull+adx_up3+bb_expand+mtf_volatility,312,0.33333333,1.31386173,61,0.26229508,1.04695040,0.16838786,77,0.24675325,1.25027760,0.16404075
d1,1,trend_bull+bb_expand+close_near_high+elliott_impulse_bull,234,0.33333333,1.31386173,47,0.36170213,1.44373347,0.23966213,30,0.26666667,1.35117720,0.14182663
d1,1,sma_stack_bull+volatility+mtf_price200_bull,1213,0.33305853,1.31277858,247,0.28744939,1.14735379,0.23460363,238,0.23949580,1.21350473,0.18968713
d1,1,price200_bull+volatility+mtf_macd_rising,1245,0.33253012,1.31069579,206,0.29611650,1.18194856,0.23796531,250,0.26400000,1.33766543,0.21322796
d1,1,trend_bull+bb_expand+retest_up,407,0.33169533,1.30740540,103,0.27184466,1.08506753,0.19528731,51,0.19607843,0.99351265,0.11015343
d1,1,trend_bull+bb_expand+breakout20_up+retest_up,407,0.33169533,1.30740540,103,0.27184466,1.08506753,0.19528731,51,0.19607843,0.99351265,0.11015343
d1,1,trend_bull+bb_expand+breakout_up20+retest_up,407,0.33169533,1.30740540,103,0.27184466,1.08506753,0.19528731,51,0.19607843,0.99351265,0.11015343
d1,1,trend_bull+bb_expand+channel_breakout_up+retest_up,407,0.33169533,1.30740540,103,0.27184466,1.08506753,0.19528731,51,0.19607843,0.99351265,0.11015343
d1,1,trend_bull+bb_expand+retest_up+mtf_price200_bull,407,0.33169533,1.30740540,103,0.27184466,1.08506753,0.19528731,51,0.19607843,0.99351265,0.11015343
d1,1,rsi_cross50_up+volatility+mtf_price200_bull,199,0.33165829,1.30725941,46,0.41304348,1.64866239,0.28288603,42,0.35714286,1.80961232,0.22989188
d1,1,trend_bull+atr_expand+mtf_price200_bull,184,0.33152174,1.30672117,44,0.45454545,1.81431746,0.31705234,35,0.20000000,1.01338290,0.10042446
d1,1,trend_bull+bb_expand+breakout20_up+elliott_impulse_bull,365,0.33150685,1.30666248,90,0.26666667,1.06439957,0.18623819,47,0.21276596,1.07806691,0.11989708
d1,1,trend_bull+bb_expand+breakout_up20+elliott_impulse_bull,365,0.33150685,1.30666248,90,0.26666667,1.06439957,0.18623819,47,0.21276596,1.07806691,0.11989708
d1,1,trend_bull+bb_expand+channel_breakout_up+elliott_impulse_bull,365,0.33150685,1.30666248,90,0.26666667,1.06439957,0.18623819,47,0.21276596,1.07806691,0.11989708
d1,1,trend_bull+breakout20_up+close_near_high,435,0.33103448,1.30480061,99,0.29292929,1.16922681,0.21236632,80,0.20000000,1.01338290,0.12702844
d1,1,trend_bull+breakout_up20+close_near_high,435,0.33103448,1.30480061,99,0.29292929,1.16922681,0.21236632,80,0.20000000,1.01338290,0.12702844
d1,1,trend_bull+channel_breakout_up+close_near_high,435,0.33103448,1.30480061,99,0.29292929,1.16922681,0.21236632,80,0.20000000,1.01338290,0.12702844
d1,1,trend_bull+breakout20_up+close_near_high+mtf_price200_bull,435,0.33103448,1.30480061,99,0.29292929,1.16922681,0.21236632,80,0.20000000,1.01338290,0.12702844
d1,3,volatility+pin_bull,166,0.75903614,1.52254539,34,0.73529412,1.51912250,0.56882859,36,0.66666667,1.51192457,0.50333998
d1,3,pin_bull+mtf_volatility,161,0.72670807,1.45769874,43,0.65116279,1.34530662,0.50171782,27,0.74074074,1.67991619,0.55321429
d1,3,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,0.72000000,1.44424306,23,0.65217391,1.34739561,0.44890335,57,0.54385965,1.23341215,0.41590686
d1,3,pin_bull+mtf_di_bull,189,0.71428571,1.43278081,57,0.66666667,1.37733773,0.53722512,26,0.61538462,1.39562268,0.42534850
d1,3,sma_stack_bull+pin_bull,195,0.70769231,1.41955514,51,0.66666667,1.37733773,0.52968378,63,0.61904762,1.40392996,0.49558630
d1,3,trend_bull+pin_bull,246,0.69512195,1.39434035,55,0.65454545,1.35229523,0.52253904,64,0.64062500,1.45286502,0.51820851
d1,3,trend_bull+adx_up3+volatility+mtf_volatility,206,0.69417476,1.39244038,26,0.69230769,1.43031226,0.50011742,47,0.53191489,1.20632280,0.39232383
d1,3,pin_bull+cross_group_return_up,211,0.69194313,1.38796397,48,0.60416667,1.24821232,0.46310408,42,0.59523810,1.34993265,0.44494313
d1,3,price200_bull+pin_bull+mtf_di_bull,155,0.69032258,1.38471333,35,0.62857143,1.29863272,0.46336937,25,0.60000000,1.36073211,0.40739457
d1,3,pin_bull+mtf_price200_bull+cross_group_return_up,164,0.68902439,1.38210930,35,0.60000000,1.23960396,0.43572709,32,0.56250000,1.27568636,0.39325591
d1,3,price200_bull+pin_bull+cross_group_return_up,179,0.68715084,1.37835115,29,0.55172414,1.13986571,0.37547963,40,0.57500000,1.30403494,0.42195069
d1,3,sma_stack_bull+pin_bull+mtf_price200_bull,150,0.68666667,1.37737995,48,0.66666667,1.37733773,0.52540110,44,0.54545455,1.23702919,0.40066183
d1,3,price200_bull+pin_bull+mtf_price200_bull+cross_group_return_up,150,0.68666667,1.37737995,29,0.55172414,1.13986571,0.37547963,32,0.56250000,1.27568636,0.39325591
d1,3,adx_up3+atr_expand+mtf_volatility,218,0.68348624,1.37100036,37,0.83783784,1.73097850,0.68863516,59,0.47457627,1.07628529,0.35265877
d1,3,pin_bull+cross_group_bull,185,0.68108108,1.36617587,46,0.60869565,1.25756924,0.46456843,37,0.62162162,1.40976750,0.46100430
d1,3,price200_bull+pin_bull,327,0.67889908,1.36179901,65,0.69230769,1.43031226,0.57202357,81,0.64197531,1.45592736,0.53333062
d1,3,adx_up3+atr_expand,229,0.67685590,1.35770060,38,0.81578947,1.68542644,0.66581142,60,0.46666667,1.05834720,0.34627906
d1,3,price200_bull+pin_bull+cross_group_bull,159,0.67295597,1.34987777,29,0.55172414,1.13986571,0.37547963,35,0.60000000,1.36073211,0.43572709
d1,3,trend_bull+pin_bull+mtf_price200_bull,204,0.67156863,1.34709490,51,0.64705882,1.33682780,0.50986058,48,0.58333333,1.32293400,0.44281332
d1,3,sma_stack_bull+adx25+atr_expand,155,0.67096774,1.34588959,17,0.58823529,1.21529800,0.36005443,45,0.62222222,1.41112960,0.47629934
d1,3,pin_bull+cross_target_relative_up,179,0.67039106,1.34473283,60,0.70000000,1.44620462,0.57491292,30,0.63333333,1.43632834,0.45513564
d1,3,pin_bull+mtf_price200_bull,270,0.67037037,1.34469133,73,0.71232877,1.47167593,0.59994537,53,0.58490566,1.32649986,0.45094422
d1,3,adx_up3+volatility+mtf_volatility,546,0.66666667,1.33726209,81,0.74074074,1.53037526,0.63595651,120,0.59166667,1.34183306,0.50220783
d1,3,price200_bull+pin_bull+mtf_price200_bull,243,0.66666667,1.33726209,62,0.69354839,1.43287555,0.57032784,53,0.58490566,1.32649986,0.45094422
d1,3,price200_bull+adx_up3+volatility+mtf_volatility,278,0.66187050,1.32764150,39,0.71794872,1.48328679,0.56224681,60,0.51666667,1.17174154,0.39307810
d1,3,adx25+pin_bull,204,0.66176471,1.32742928,25,0.68000000,1.40488449,0.48410269,36,0.72222222,1.63791828,0.56007510
d1,3,adx25+volatility+inside_bar+mtf_volatility,202,0.65841584,1.32071182,23,0.73913043,1.52704836,0.53529995,30,0.53333333,1.20953966,0.36142300
d1,3,sma_stack_bull+adx_up3+volatility,297,0.65656566,1.31700054,38,0.73684211,1.52232065,0.57991154,82,0.54878049,1.24457205,0.44130776
d1,3,adx_up3+volatility+mtf_volatility+cross_target_relative_up,200,0.65000000,1.30383054,34,0.73529412,1.51912250,0.56882859,33,0.69696970,1.58064841,0.52661865
d1,3,sma_stack_bull+volatility+inside_bar+mtf_volatility,166,0.64457831,1.29295522,15,0.60000000,1.23960396,0.35746830,34,0.44117647,1.00053832,0.28883482
d1,3,volatility+nr7+mtf_di_bull,168,0.64285714,1.28950273,40,0.65000000,1.34290429,0.49505881,20,0.90000000,2.04109817,0.69896635
d1,3,trend_bull+adx_up3+volatility,341,0.64222874,1.28824222,41,0.75609756,1.56210255,0.60656664,70,0.52857143,1.19874019,0.41321887
d1,3,sma_stack_bull+atr_expand+mtf_volatility,238,0.63865546,1.28107461,48,0.68750000,1.42037954,0.54666929,83,0.55421687,1.25690115,0.44725016
d1,3,sma_stack_bull+adx_up3+volatility+mtf_price200_bull,222,0.63513514,1.27401321,37,0.72972973,1.50762644,0.57021832,39,0.41025641,0.93041512,0.27079310
d1,3,trend_bull+adx25+atr_expand+mtf_volatility,164,0.63414634,1.27202979,25,0.56000000,1.15696370,0.37067332,46,0.60869565,1.38045287,0.46456843
d1,3,sma_stack_bull+adx25+volatility+mtf_volatility,428,0.63317757,1.27008654,61,0.44262295,0.91446194,0.32507806,89,0.59550562,1.35053936,0.49164225
d1,3,trend_bull+adx25+atr_expand,176,0.63068182,1.26508033,25,0.56000000,1.15696370,0.37067332,46,0.60869565,1.38045287,0.46456843
d1,3,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_bull,162,0.62962963,1.26296975,58,0.46551724,0.96176169,0.34332022,38,0.60526316,1.37266836,0.44717868
d1,3,price200_bull+adx25+atr_expand,204,0.62745098,1.25859962,24,0.54166667,1.11908691,0.35074865,46,0.56521739,1.28184909,0.42247434
d1,3,price200_bull+volatility+nr7,212,0.62735849,1.25841409,35,0.65714286,1.35766148,0.49151950,53,0.77358491,1.75440304,0.64473730
d1,3,price200_bull+adx_up3+volatility+close_near_high,166,0.62650602,1.25670413,22,0.63636364,1.31473147,0.42951708,31,0.61290323,1.38999517,0.43824109
d1,3,price200_bull+adx25+atr_expand+mtf_volatility,190,0.62631579,1.25632254,24,0.54166667,1.11908691,0.35074865,45,0.57777778,1.31033463,0.43300789
d1,3,sma_stack_bull+atr_expand,251,0.62549801,1.25468216,49,0.69387755,1.43355560,0.55472106,84,0.54761905,1.24193804,0.44143037
d1,3,adx25+atr_expand+mtf_volatility,303,0.62376238,1.25120067,47,0.57446809,1.18685486,0.43281919,67,0.58208955,1.32011324,0.46269932
d1,3,trend_bull+adx_up3+volatility+mtf_price200_bull,279,0.62365591,1.25098712,40,0.75000000,1.54950495,0.59806039,48,0.41666667,0.94495286,0.28849668
d1,3,sma_stack_bull+adx_up3+bb_expand+close_near_high,170,0.62352941,1.25073337,28,0.53571429,1.10678925,0.35812689,39,0.58974359,1.33747174,0.43418623
d1,3,price200_bull+volatility+inside_bar+mtf_volatility,225,0.62222222,1.24811129,22,0.72727273,1.50255026,0.51848266,34,0.44117647,1.00053832,0.28883482
d1,3,adx_up3+volatility+inside_bar,169,0.62130178,1.24626497,29,0.65517241,1.35359053,0.47345104,45,0.51111111,1.15914217,0.37004465
d1,3,trend_bull+volatility+close_near_high+cross_target_relative_up,211,0.62085308,1.24536493,32,0.62500000,1.29125413,0.45254407,26,0.57692308,1.30839626,0.38948614
d1,3,sma_stack_bull+adx25+bb_expand+mtf_volatility,253,0.62055336,1.24476373,59,0.44067797,0.91044359,0.32150212,70,0.58571429,1.32833373,0.46881212
d1,3,price200_bull+adx_up3+volatility,466,0.62017167,1.24399810,73,0.68493151,1.41507301,0.57140907,101,0.53465347,1.21253357,0.43789671
d1,3,sma_stack_bull+adx25+inside_bar+mtf_volatility,168,0.61904762,1.24174337,32,0.50000000,1.03300330,0.33630883,29,0.48275862,1.09484193,0.31386090
d1,3,trend_bull+bb_expand+elliott_wave5_bull+cross_group_bull,178,0.61797753,1.23959688,60,0.41666667,0.86083608,0.30064279,17,0.52941176,1.20064598,0.30963235
d1,3,trend_bull+bb_expand+elliott_impulse_bull+cross_group_bull,191,0.61780105,1.23924288,64,0.40625000,0.83931518,0.29456909,26,0.53846154,1.22116985,0.35457939
d1,3,sma_stack_bull+adx_up3+mtf_volatility,339,0.61651917,1.23667158,80,0.41250000,0.85222772,0.31105858,98,0.52040816,1.18022683,0.42260806
d1,3,adx25+atr_expand,323,0.61609907,1.23582890,47,0.57446809,1.18685486,0.43281919,69,0.57971014,1.31471702,0.46207405
d1,3,adx_up3+bb_expand+inside_bar+mtf_volatility,156,0.61538462,1.23439578,24,0.66666667,1.37733773,0.46706317,36,0.52777778,1.19694028,0.37005938
