timeframe,target_pips,horizon_bars,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
h4,200,1,volatility+pin_bull+mtf_adx25,250,0.01600000,22.30428070,28,0.00000000,0.00000000,0.00000000,35,0.00000000,,0.00000000
h4,200,1,adx25+volatility+pin_bull,268,0.01492537,20.80623200,71,0.00000000,0.00000000,0.00000000,57,0.00000000,,0.00000000
h4,200,1,macd_bull+pin_bull+mtf_adx25,269,0.01486989,20.72888541,36,0.00000000,0.00000000,0.00000000,65,0.00000000,,0.00000000
h4,200,1,adx25+pin_bull+mtf_adx25+cross_target_relative_up,135,0.01481481,20.65211176,10,0.00000000,0.00000000,0.00000000,36,0.00000000,,0.00000000
h4,200,1,atr_expand+pullback_bull+mtf_volatility+cross_target_relative_up,203,0.01477833,20.60124449,42,0.00000000,0.00000000,-0.00000000,24,0.00000000,,0.00000000
h4,200,1,adx25+atr_expand+nr4+mtf_volatility,138,0.01449275,20.20315281,18,0.00000000,0.00000000,0.00000000,13,0.00000000,,0.00000000
h4,200,1,ichimoku_cloud_bull+adx25+atr_expand+nr4,210,0.01428571,19.91453634,34,0.00000000,0.00000000,0.00000000,43,0.00000000,,0.00000000
h4,200,1,nr4+pin_bull+mtf_adx_rising,140,0.01428571,19.91453634,39,0.00000000,0.00000000,-0.00000000,29,0.00000000,,0.00000000
h4,200,1,sma_stack_bull+adx25+atr_expand+nr4,140,0.01428571,19.91453634,19,0.00000000,0.00000000,0.00000000,17,0.00000000,,0.00000000
h4,200,1,macd_bull+volatility+pin_bull,211,0.01421801,19.82015465,57,0.00000000,0.00000000,0.00000000,24,0.00000000,,0.00000000
h4,200,1,adx_up3+atr_expand+mtf_volatility,431,0.01392111,19.40627671,68,0.00000000,0.00000000,0.00000000,87,0.00000000,,0.00000000
h4,200,1,adx25+atr_expand+mtf_volatility+cross_group_return_up,290,0.01379310,19.22782819,54,0.01851852,22.65740741,0.00327649,28,0.00000000,,0.00000000
h4,200,1,adx_up3+atr_expand+mtf_volatility+cross_group_return_up,146,0.01369863,19.09613074,22,0.00000000,0.00000000,0.00000000,39,0.00000000,,-0.00000000
h4,200,1,ichimoku_cloud_bull+adx25+pin_bull+mtf_adx25,149,0.01342282,18.71164488,11,0.00000000,0.00000000,0.00000000,30,0.00000000,,0.00000000
h4,200,1,macd_bull+pin_bull+mtf_volatility,230,0.01304348,18.18283753,47,0.00000000,0.00000000,-0.00000000,44,0.00000000,,0.00000000
h4,200,1,trend_bull+adx25+atr_expand+nr4,155,0.01290323,17.98732315,22,0.00000000,0.00000000,0.00000000,15,0.00000000,,0.00000000
h4,200,1,adx25+atr_expand+nr4+pullback_bull,156,0.01282051,17.87201979,33,0.00000000,0.00000000,0.00000000,23,0.00000000,,0.00000000
h4,200,1,macd_bull+pin_bull+mtf_adx25+cross_target_relative_up,156,0.01282051,17.87201979,16,0.00000000,0.00000000,0.00000000,36,0.00000000,,0.00000000
h4,200,1,volatility+pin_bull+mtf_volatility,246,0.01219512,17.00021395,41,0.00000000,0.00000000,-0.00000000,36,0.00000000,,0.00000000
h4,200,1,nr4+pin_bull,331,0.01208459,16.84613346,86,0.00000000,0.00000000,0.00000000,64,0.00000000,,0.00000000
h4,200,1,atr_expand+pullback_bull+mtf_volatility,420,0.01190476,16.59544695,78,0.01282051,15.68589744,0.00226673,50,0.00000000,,0.00000000
h4,200,1,adx25+pin_bull+mtf_volatility,254,0.01181102,16.46477414,43,0.00000000,0.00000000,0.00000000,48,0.00000000,,0.00000000
h4,200,1,volatility+pin_bull+mtf_adx_rising,256,0.01171875,16.33614309,67,0.00000000,0.00000000,0.00000000,56,0.00000000,,0.00000000
h4,200,1,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,256,0.01171875,16.33614309,48,0.00000000,0.00000000,0.00000000,33,0.00000000,,0.00000000
h4,200,1,ichimoku_cloud_bull+atr_expand+nr4+pullback_bull,173,0.01156069,16.11580976,25,0.00000000,0.00000000,0.00000000,24,0.00000000,,0.00000000
h4,200,1,ichimoku_cloud_bull+atr_expand+nr4+cross_target_relative_up,185,0.01081081,15.07045993,25,0.00000000,0.00000000,0.00000000,34,0.00000000,,0.00000000
h4,200,1,ichimoku_cloud_bull+nr4+pin_bull,189,0.01058201,14.75150840,50,0.00000000,0.00000000,0.00000000,46,0.00000000,,0.00000000
h4,200,1,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,0.01054482,14.69965776,100,0.01000000,12.23500000,0.00176743,93,0.00000000,,0.00000000
h4,200,1,adx_up3+atr_expand+pullback_bull+mtf_adx_rising,286,0.01048951,14.62256165,56,0.00000000,0.00000000,0.00000000,43,0.00000000,,0.00000000
h4,200,1,adx25+atr_expand+nr4+cross_target_relative_up,193,0.01036269,14.44577766,32,0.00000000,0.00000000,0.00000000,34,0.00000000,,0.00000000
h4,200,1,adx25+atr_expand+mtf_volatility,697,0.01004304,14.00017619,112,0.00892857,10.92410714,0.00157785,83,0.00000000,,0.00000000
h4,200,1,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_volatility,201,0.00995025,13.87082133,39,0.00000000,0.00000000,-0.00000000,45,0.00000000,,0.00000000
h4,200,1,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,0.00986842,13.75675208,57,0.00000000,0.00000000,0.00000000,35,0.00000000,,0.00000000
h4,200,1,macd_bull+pin_bull+mtf_adx_rising,306,0.00980392,13.66683867,91,0.00000000,0.00000000,0.00000000,62,0.00000000,,0.00000000
h4,200,1,sma_stack_bull+adx25+atr_expand+mtf_volatility,204,0.00980392,13.66683867,37,0.02702703,33.06756757,0.00478697,15,0.00000000,,0.00000000
h4,200,1,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_bull,205,0.00975610,13.60017116,37,0.02702703,33.06756757,0.00478697,30,0.00000000,,0.00000000
h4,200,1,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,0.00943396,13.15110890,70,0.01428571,17.47857143,0.00252625,53,0.00000000,,0.00000000
h4,200,1,sma_stack_bull+bb_expand+impulse_bull+mtf_volatility,319,0.00940439,13.10988286,59,0.00000000,0.00000000,-0.00000000,57,0.00000000,,0.00000000
h4,200,1,trend_bull+adx25+atr_expand+mtf_volatility,222,0.00900901,12.55871661,45,0.02222222,27.18888889,0.00393360,19,0.00000000,,0.00000000
h4,200,1,atr_expand+nr4+mtf_volatility,224,0.00892857,12.44658521,30,0.00000000,0.00000000,0.00000000,27,0.00000000,,0.00000000
h4,200,1,adx25+atr_expand+pullback_bull+mtf_volatility,229,0.00873362,12.17482571,51,0.01960784,23.99019608,0.00346969,24,0.00000000,,0.00000000
h4,200,1,adx_up3+volatility+pullback_bull+mtf_volatility,692,0.00867052,12.08685732,130,0.00000000,0.00000000,0.00000000,147,0.00000000,,0.00000000
h4,200,1,adx25+atr_expand+mtf_volatility+cross_group_bull,232,0.00862069,12.01739262,49,0.02040816,24.96938776,0.00361167,28,0.00000000,,0.00000000
h4,200,1,pin_bull+mtf_adx25,585,0.00854701,11.91467986,78,0.00000000,0.00000000,-0.00000000,117,0.00000000,,0.00000000
h4,200,1,atr_expand+mtf_volatility,1172,0.00853242,11.89434764,192,0.01041667,12.74479167,0.00286129,172,0.00000000,,0.00000000
h4,200,1,adx25+pin_bull,588,0.00850340,11.85389068,149,0.00000000,0.00000000,0.00000000,130,0.00000000,,0.00000000
h4,200,1,volatility+pin_bull,479,0.00835073,11.64106508,119,0.00000000,0.00000000,0.00000000,82,0.00000000,,-0.00000000
h4,200,1,sma_stack_bull+bb_expand+pin_bull,120,0.00833333,11.61681287,36,0.00000000,0.00000000,0.00000000,20,0.00000000,,0.00000000
h4,200,1,atr_expand+nr4+pullback_bull+mtf_adx25,120,0.00833333,11.61681287,18,0.00000000,0.00000000,0.00000000,15,0.00000000,,0.00000000
h4,200,1,adx25+pin_bull+mtf_adx_rising,363,0.00826446,11.52080615,87,0.00000000,0.00000000,0.00000000,90,0.00000000,,0.00000000
h4,200,1,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_return_up,242,0.00826446,11.52080615,42,0.02380952,29.13095238,0.00421540,36,0.00000000,,0.00000000
h4,200,1,triangle_breakout_up+impulse_bull+elliott_wave5_bull,121,0.00826446,11.52080615,19,0.00000000,0.00000000,0.00000000,17,0.00000000,,0.00000000
h4,200,1,trend_bull+adx25+range_tight+cross_group_bull,121,0.00826446,11.52080615,43,0.00000000,0.00000000,0.00000000,31,0.00000000,,0.00000000
h4,200,1,triangle_breakout_up+elliott_impulse_bull+mtf_adx25,122,0.00819672,11.42637331,12,0.00000000,0.00000000,0.00000000,12,0.00000000,,0.00000000
h4,200,1,adx25+bb_expand+impulse_bull+mtf_volatility,491,0.00814664,11.35655840,94,0.00000000,0.00000000,-0.00000000,89,0.00000000,,0.00000000
h4,200,1,triangle_breakout_up+impulse_bull+elliott_impulse_bull,123,0.00813008,11.33347597,19,0.00000000,0.00000000,0.00000000,17,0.00000000,,0.00000000
h4,200,1,sma_stack_bull+atr_expand+nr4+mtf_adx25,123,0.00813008,11.33347597,14,0.00000000,0.00000000,0.00000000,16,0.00000000,,0.00000000
h4,200,1,sma_stack_bull+atr_expand+nr4+cross_target_relative_up,123,0.00813008,11.33347597,17,0.00000000,0.00000000,0.00000000,15,0.00000000,,0.00000000
h4,200,1,trend_bull+bb_expand+impulse_bull+mtf_volatility,372,0.00806452,11.24207697,67,0.00000000,0.00000000,0.00000000,76,0.00000000,,0.00000000
h4,200,1,macd_bull+triangle_breakout_up+mtf_volatility,124,0.00806452,11.24207697,23,0.00000000,0.00000000,0.00000000,15,0.00000000,,0.00000000
h4,200,1,ichimoku_cloud_bull+adx25+bb_expand+range_tight,124,0.00806452,11.24207697,18,0.00000000,0.00000000,0.00000000,24,0.00000000,,0.00000000
h4,200,1,atr_expand+pin_bull,126,0.00793651,11.06363130,17,0.00000000,0.00000000,0.00000000,24,0.00000000,,0.00000000
h4,200,1,macd_bull+impulse_bull+elliott_pullback_bull+mtf_volatility,126,0.00793651,11.06363130,27,0.00000000,0.00000000,0.00000000,24,0.00000000,,0.00000000
h4,200,1,atr_expand+mtf_volatility+cross_group_return_up,505,0.00792079,11.04172312,89,0.01123596,13.74719101,0.00198618,77,0.00000000,,0.00000000
h4,200,1,ichimoku_cloud_bull+adx25+pin_bull+cross_target_relative_up,127,0.00787402,10.97651609,36,0.00000000,0.00000000,0.00000000,32,0.00000000,,0.00000000
h4,200,1,sma_stack_bull+nr4+pin_bull,128,0.00781250,10.89076206,36,0.00000000,0.00000000,0.00000000,22,0.00000000,,0.00000000
h4,200,1,macd_bull+triangle_breakout_up+mtf_adx25,128,0.00781250,10.89076206,14,0.00000000,0.00000000,0.00000000,18,0.00000000,,0.00000000
h4,200,1,macd_bull+triangle_breakout_up+mtf_adx_rising,128,0.00781250,10.89076206,27,0.00000000,0.00000000,0.00000000,15,0.00000000,,0.00000000
h4,200,1,sma_stack_bull+adx25+range_tight+cross_group_return_up,128,0.00781250,10.89076206,46,0.00000000,0.00000000,0.00000000,31,0.00000000,,0.00000000
h4,200,1,atr_expand+mtf_volatility+cross_target_relative_up,514,0.00778210,10.84838556,88,0.01136364,13.90340909,0.00200879,70,0.00000000,,0.00000000
h4,200,1,trend_bull+range_tight+mtf_volatility+cross_group_return_up,130,0.00769231,10.72321188,37,0.00000000,0.00000000,-0.00000000,40,0.00000000,,0.00000000
h4,200,1,macd_bull+pin_bull+mtf_volatility+cross_target_relative_up,130,0.00769231,10.72321188,25,0.00000000,0.00000000,0.00000000,23,0.00000000,,0.00000000
h4,200,1,sma_stack_bull+atr_expand+nr4,262,0.00763359,10.64135530,36,0.00000000,0.00000000,0.00000000,37,0.00000000,,-0.00000000
h4,200,1,adx25+pin_bull+cross_target_relative_up,262,0.00763359,10.64135530,73,0.00000000,0.00000000,0.00000000,63,0.00000000,,0.00000000
h4,200,1,pin_bull+elliott_pullback_bull+cross_target_relative_up,131,0.00763359,10.64135530,37,0.00000000,0.00000000,-0.00000000,25,0.00000000,,0.00000000
h4,200,1,adx25+atr_expand+nr4,398,0.00753769,10.50766993,71,0.00000000,0.00000000,0.00000000,63,0.00000000,,0.00000000
h4,200,1,triangle_breakout_up+mtf_volatility,135,0.00740741,10.32605588,24,0.00000000,0.00000000,0.00000000,15,0.00000000,,0.00000000
h4,200,1,sma_stack_bull+atr_expand+pullback_bull+mtf_volatility,135,0.00740741,10.32605588,30,0.03333333,40.78333333,0.00590859,19,0.00000000,,0.00000000
h4,200,1,ichimoku_cloud_bull+adx_up3+atr_expand+pullback_bull,272,0.00735294,10.25012900,45,0.00000000,0.00000000,0.00000000,48,0.00000000,,0.00000000
h4,200,1,sma_stack_bull+atr_expand+mtf_volatility+cross_group_bull,136,0.00735294,10.25012900,24,0.04166667,50.97916667,0.00739346,15,0.00000000,,0.00000000
h4,200,1,sma_stack_bull+adx25+bb_expand+mtf_volatility,828,0.00724638,10.10157640,148,0.00000000,0.00000000,-0.00000000,117,0.00000000,,0.00000000
h4,200,1,ichimoku_cloud_bull+atr_expand+nr4,414,0.00724638,10.10157640,64,0.00000000,0.00000000,0.00000000,72,0.00000000,,0.00000000
h4,200,1,trend_bull+atr_expand+nr4+mtf_adx25,138,0.00724638,10.10157640,14,0.00000000,0.00000000,0.00000000,19,0.00000000,,0.00000000
h4,200,1,adx25+atr_expand+mtf_adx_rising+cross_group_return_up,693,0.00721501,10.05784664,139,0.00000000,0.00000000,0.00000000,79,0.00000000,,-0.00000000
h4,200,1,trend_bull+atr_expand+nr4+cross_target_relative_up,140,0.00714286,9.95726817,23,0.00000000,0.00000000,0.00000000,14,0.00000000,,0.00000000
h4,200,1,adx_up3+volatility+nr4+mtf_adx25,561,0.00713012,9.93951903,81,0.00000000,0.00000000,0.00000000,109,0.00000000,,0.00000000
h4,200,1,adx_up3+bb_expand+pullback_bull+mtf_volatility,842,0.00712589,9.93361670,167,0.00000000,0.00000000,0.00000000,147,0.00000000,,0.00000000
h4,200,1,pin_bull+mtf_adx25+cross_target_relative_up,281,0.00711744,9.92183305,33,0.00000000,0.00000000,0.00000000,61,0.00000000,,-0.00000000
h4,200,1,adx_up3+volatility+elliott_wave5_bull+mtf_adx25,141,0.00709220,9.88664925,33,0.00000000,0.00000000,0.00000000,38,0.00000000,,0.00000000
h4,200,1,trend_bull+atr_expand+nr4,283,0.00706714,9.85171409,40,0.00000000,0.00000000,0.00000000,35,0.00000000,,0.00000000
h4,200,1,sma_stack_bull+atr_expand+range_tight,143,0.00699301,9.74837443,17,0.00000000,0.00000000,0.00000000,34,0.00000000,,0.00000000
h4,200,3,ichimoku_cloud_bull+atr_expand+impulse_bull+mtf_volatility,171,0.06432749,17.26823534,32,0.00000000,0.00000000,0.00000000,27,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+atr_expand+impulse_bull+mtf_volatility,224,0.06250000,16.77766047,38,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
h4,200,3,adx_up3+atr_expand+mtf_volatility,431,0.05568445,14.94807801,68,0.04411765,11.21619557,0.01511662,87,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+volatility+pin_bull+mtf_adx25,163,0.04907975,13.17509534,12,0.00000000,0.00000000,0.00000000,28,0.00000000,0.00000000,0.00000000
h4,200,3,adx_up3+atr_expand+mtf_volatility+cross_target_relative_up,187,0.04812834,12.91969577,33,0.06060606,15.40810704,0.01678088,33,0.00000000,0.00000000,0.00000000
h4,200,3,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,0.04716981,12.66238526,70,0.04285714,10.89573284,0.01468154,53,0.00000000,0.00000000,0.00000000
h4,200,3,atr_expand+impulse_bull+mtf_volatility,362,0.04696133,12.60641892,63,0.01587302,4.03545661,0.00280749,62,0.00000000,0.00000000,0.00000000
h4,200,3,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_volatility,201,0.04477612,12.01981646,39,0.00000000,0.00000000,-0.00000000,45,0.00000000,0.00000000,0.00000000
h4,200,3,atr_expand+impulse_bull+mtf_volatility+cross_target_relative_up,159,0.04402516,11.81822625,29,0.03448276,8.76668159,0.00611321,24,0.00000000,0.00000000,0.00000000
h4,200,3,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,0.04393673,11.79448891,100,0.03000000,7.62701299,0.01025452,93,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+atr_expand+mtf_volatility,697,0.04304161,11.55419946,112,0.04464286,11.34972171,0.01921726,83,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,0.04276316,11.47945190,57,0.03508772,8.92048303,0.00967566,35,0.00000000,0.00000000,0.00000000
h4,200,3,squeeze_release_up+horizontal_break_up+elliott_impulse_bull+mtf_adx25,120,0.04166667,11.18510698,15,0.00000000,0.00000000,0.00000000,17,0.00000000,0.00000000,0.00000000
h4,200,3,volatility+pin_bull+mtf_volatility,246,0.04065041,10.91229949,41,0.02439024,6.20082357,0.00431853,36,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+volatility+pin_bull+mtf_adx_rising,174,0.04022989,10.79941364,46,0.00000000,0.00000000,0.00000000,45,0.00000000,0.00000000,0.00000000
h4,200,3,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,256,0.03906250,10.48603780,48,0.02083333,5.29653680,0.00368711,33,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+volatility+pin_bull+mtf_volatility,159,0.03773585,10.12990821,23,0.04347826,11.05364201,0.00771667,28,0.00000000,0.00000000,0.00000000
h4,200,3,adx_up3+atr_expand+impulse_bull+mtf_adx25,186,0.03763441,10.10267727,23,0.00000000,0.00000000,0.00000000,30,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+squeeze_release_up+elliott_wave5_bull,135,0.03703704,9.94231732,32,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
h4,200,3,price20_bull+adx25+squeeze_release_up+elliott_wave5_bull,135,0.03703704,9.94231732,32,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
h4,200,3,ema20_rising+adx25+squeeze_release_up+elliott_wave5_bull,135,0.03703704,9.94231732,32,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+squeeze_release_up+breakout20_up+elliott_wave5_bull,135,0.03703704,9.94231732,32,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+squeeze_release_up+retest_up+elliott_wave5_bull,135,0.03703704,9.94231732,32,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+pin_bull+mtf_adx25+cross_target_relative_up,135,0.03703704,9.94231732,10,0.00000000,0.00000000,0.00000000,36,0.00000000,0.00000000,0.00000000
h4,200,3,adx_up3+atr_expand+mtf_adx25+cross_target_relative_up,271,0.03690037,9.90562980,33,0.00000000,0.00000000,0.00000000,44,0.02272727,39.74715909,0.00402325
h4,200,3,squeeze_release_up+horizontal_break_up+mtf_adx25,136,0.03676471,9.86921204,18,0.00000000,0.00000000,0.00000000,21,0.00000000,0.00000000,-0.00000000
h4,200,3,price20_bull+squeeze_release_up+horizontal_break_up+mtf_adx25,136,0.03676471,9.86921204,18,0.00000000,0.00000000,0.00000000,21,0.00000000,0.00000000,-0.00000000
h4,200,3,ema20_rising+squeeze_release_up+horizontal_break_up+mtf_adx25,136,0.03676471,9.86921204,18,0.00000000,0.00000000,0.00000000,21,0.00000000,0.00000000,-0.00000000
h4,200,3,squeeze_release_up+horizontal_break_up+retest_up+mtf_adx25,136,0.03676471,9.86921204,18,0.00000000,0.00000000,0.00000000,21,0.00000000,0.00000000,-0.00000000
h4,200,3,volatility+pin_bull+mtf_adx_rising,256,0.03515625,9.43743402,67,0.00000000,0.00000000,0.00000000,56,0.00000000,0.00000000,0.00000000
h4,200,3,ichimoku_cloud_bull+adx25+atr_expand+horizontal_break_up,171,0.03508772,9.41903746,26,0.00000000,0.00000000,0.00000000,15,0.00000000,0.00000000,0.00000000
h4,200,3,atr_expand+mtf_volatility,1172,0.03498294,9.39090893,192,0.04166667,10.59307359,0.02126190,172,0.00000000,0.00000000,0.00000000
h4,200,3,ichimoku_cloud_bull+pin_bull+mtf_volatility,235,0.03404255,9.13847039,52,0.00000000,0.00000000,0.00000000,36,0.00000000,0.00000000,0.00000000
h4,200,3,adx_up3+volatility+impulse_bull+mtf_volatility,329,0.03343465,8.97528341,78,0.03846154,9.77822178,0.01316583,71,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+squeeze_release_up+cross_group_return_up,120,0.03333333,8.94808559,29,0.00000000,0.00000000,0.00000000,14,0.00000000,0.00000000,0.00000000
h4,200,3,price20_bull+adx25+squeeze_release_up+cross_group_return_up,120,0.03333333,8.94808559,29,0.00000000,0.00000000,0.00000000,14,0.00000000,0.00000000,0.00000000
h4,200,3,ema20_rising+adx25+squeeze_release_up+cross_group_return_up,120,0.03333333,8.94808559,29,0.00000000,0.00000000,0.00000000,14,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+squeeze_release_up+breakout20_up+cross_group_return_up,120,0.03333333,8.94808559,29,0.00000000,0.00000000,0.00000000,14,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+squeeze_release_up+retest_up+cross_group_return_up,120,0.03333333,8.94808559,29,0.00000000,0.00000000,0.00000000,14,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+squeeze_release_up+elliott_impulse_bull,151,0.03311258,8.88882674,40,0.00000000,0.00000000,0.00000000,25,0.00000000,0.00000000,0.00000000
h4,200,3,price20_bull+adx25+squeeze_release_up+elliott_impulse_bull,151,0.03311258,8.88882674,40,0.00000000,0.00000000,0.00000000,25,0.00000000,0.00000000,0.00000000
h4,200,3,ema20_rising+adx25+squeeze_release_up+elliott_impulse_bull,151,0.03311258,8.88882674,40,0.00000000,0.00000000,0.00000000,25,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+squeeze_release_up+breakout20_up+elliott_impulse_bull,151,0.03311258,8.88882674,40,0.00000000,0.00000000,0.00000000,25,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+squeeze_release_up+retest_up+elliott_impulse_bull,151,0.03311258,8.88882674,40,0.00000000,0.00000000,0.00000000,25,0.00000000,0.00000000,0.00000000
h4,200,3,atr_expand+mtf_volatility+cross_target_relative_up,514,0.03307393,8.87845068,88,0.05681818,14.44510035,0.02451103,70,0.00000000,0.00000000,0.00000000
h4,200,3,adx25+squeeze_release_up+impulse_bull+elliott_impulse_bull,122,0.03278689,8.80139566,32,0.00000000,0.00000000,0.00000000,17,0.00000000,0.00000000,0.00000000
h4,200,3,volatility+pin_bull+mtf_adx25,250,0.03200000,8.59016216,28,0.03571429,9.07977737,0.00633252,35,0.00000000,0.00000000,0.00000000
h4,200,3,atr_expand+impulse_bull+mtf_volatility+cross_group_return_up,157,0.03184713,8.54912636,31,0.00000000,0.00000000,0.00000000,27,0.00000000,0.00000000,0.00000000
